name,description,createdDate,marketType,price,rating,rater,topics
Data Science 101: Dasar-Dasar Programming,"<div><em>Data science</em> merupakan ilmu interdisiplin yang berfokus pada pengumpulan, penggunaan, dan analisis data untuk memecahkan suatu masalah. Seiring berkembangnya zaman dan tuntutan teknologi, pekerjaan data scientist semakin dicari oleh banyak perusahaan.<br>
Di kelas ini kamu akan belajar tentang basic SQL, seperti alasan hal itu penting dipelajari dan cara menggunakannya, dan memahami bahasa pemrograman R <em>language </em>dan Python guna menunjang kebutuhanmu untuk menjadi seorang data scientist.<br>
</div>
<div>Kelas ini cocok untuk <em>programmer </em>pemula yang ingin terjun ke dunia <em>data science</em> dan <em>junior data science</em> yang ingin meningkatkan kemampuannya.<br>
</div>
<div>Direkomendasikan untuk menginstall SQL, R, atau Python sebelumnya.<br>
</div>
<div>Di akhir pelatihan, kamu akan dapat menjelaskan cara mengimplementasikan SQL, R Language, dan Python untuk <em>data science</em>.&nbsp;</div>",2019-10-08T03:40:11Z,ONLINE,200000,4.8,3460,"['SKILLDISKON', 'Kelas Pro Course Terbaik', 'Data Analyst dan Data Science', 'Pilihan Skill Academy']"
Mulai Bisnis Anti-Gagal dengan Lean Startup,"<div>Membangun bisnis di era digital seperti sekarang ini merupakan peluang yang menjanjikan. Tetapi, bagaimana cara menciptakan produk yang sesuai dengan apa yang diinginkan konsumen?<br>
Di kelas ini, kamu akan mempelajari lean startup, sebuah metode membangun usaha sesuai dengan kebutuhan pasar. Kamu akan mempelajari mulai dari cara berinteraksi dengan konsumen, membangun kerangka bisnis dengan kanban board untuk hasil yang lebih optimal, dan memahami strategi yang tepat untuk meluncurkan produkmu. Dengan menggunakan metode <em>lean startup</em>, bisnismu bisa berjalan lebih efektif dan efisien.<br>
</div>
<div>Kelas ini cocok untuk kamu yang ingin membangun bisnis dari awal, sedang merintis bisnis di tahap awal, atau sedang ingin mengembangkan produk baru dalam bisnisnya dengan lebih efektif<br>
</div>
<div>Kamu akan dapat menjelaskan dan menerapkan metode <em>lean startup</em> pada bisnismu sehingga dapat mengurangi resiko gagal dan berkembang lebih baik. &nbsp;&nbsp;</div>
<div><br></div>",2019-10-17T03:20:23Z,ONLINE,100000,5.0,306029,"['Kelas Pro Course Terbaik', 'Terlaris', 'Pilihan Oktober', 'Pilihan Skill Academy', 'Pilihan November ']"
Dasar Kemampuan Komunikasi untuk Profesional,"<div>Komunikasi di dunia kerja sangat dibutuhkan untuk sesama rekan kerja, baik di lingkungan internal maupun klien di lingkungan eksternal perusahaan. Untuk itu, kemampuan komunikasi yang efektif sangat penting bagi kalangan profesional. Dengan mengetahui cara meningkatkan kemampuan komunikasi dan mengenali berbagai hambatannya, hubungan yang terjalin antar rekan kerja dan klien pun dapat dibangun dengan hangat, dan tentunya mampu meningkatkan performa serta efektivitas dalam bekerja. &nbsp;Kelas ini memiliki 11 video yang membahas tentang pentingnya berkomunikasi efektif di dunia kerja, 10 sikap berkomunikasi untuk menunjang proses komunikasi dengan rekan kerja, cara melakukan komunikasi yang efektif dengan rekan internal dan eksternal, hambatan dalam melakukan komunikasi, juga cara untuk mengatasi hambatan tersebut. Kamu juga akan mempelajari cara melibatkan emosi dalam berkomunikasi untuk menghasilkan pesan yang lebih jelas, mendapatkan tips melakukan negosiasi, juga meningkatkan kemampuan berkomunikasi sebagai <em>sales</em>, hingga mempelajari tips jitu menjadi komunikator yang baik sebagai <em>sales</em>.</div>
<div><br></div>
<div>Kelas ini cocok untuk kamu yang akan memulai bekerja pertama kali, lulusan baru yang sedang mempersiapkan diri untuk kerja, ataupun pekerja yang ingin mengembangkan karirnya.</div>
<div><br></div>
<div>Kamu akan dapat menjelaskan cara berkomunikasi yang efektif dan relevan untuk kebutuhan pekerjaan dengan baik. &nbsp;<br>
</div>",2019-10-24T05:48:11Z,ONLINE,150000,4.9,61223,"['SKILLDISKON', 'Kelas Pro Course Terbaik', 'Professional dan Personal Development', 'Terlaris', 'Pilihan Oktober', 'Pilihan Skill Academy', 'Pilihan November ', 'Office Productivity ']"
Step by Step Menuju Sekolah Idaman dan Beasiswa Impian,"<div>Kelas <em>Step by Step </em>Menuju Sekolah Idaman dan Beasiswa Impian akan membantu kamu dalam persiapan meraih beasiswa dan studi S2. Kelas dimulai dengan membahas persiapan diri yang dilakukan sebelum memutuskan lanjut kuliah dan strategi menarik untuk memaksimalkan aplikasi beasiswa, di antaranya menyiapkan berbagai dokumen aplikasi beasiswa, menyusun master plan, mencari supervisor, <em>tips</em> &amp; <em>trick</em> agar sukses saat interview, hingga bagaimana mengambil keputusan jika mendapat lebih dari satu beasiswa.</div>",2019-10-02T06:51:08Z,ONLINE,130000,4.9,910,"['Kelas Pro Course Terbaik', 'Pilihan Skill Academy']"
Penggunaan Agile dan Scrum untuk Development Project,"<div>Agile menjadi mindset yang penting untuk kita miliki di dunia kerja saat ini. Kelas ini menjelaskan dengan detail cara bekerja secara kolaboratif dalam sebuah project management dengan mengedepankan 4 Values dan 12 Principles pada Agile, dan penjelasan tahapannya dengan Scrum Event, untuk menghasilkan projek yang cakap.<br>
</div>
<div>Kelas ini cocok untuk mahasiswa, karyawan, orang yang membutuhkan solusi untuk Project Management yang baik, ataupun orang yang ingin mendalami Agile, Scrum, dan Sprint Planning.<br>
</div>
<div>Kamu akan dapat menerapkan penggunaan agile dan scrum dalam mengembangkan projekmu.&nbsp;&nbsp;</div>",2019-09-17T05:02:07Z,ONLINE,200000,4.8,1778,"['Kelas Pro Course Terbaik', 'Pilihan Skill Academy']"
Mulai Karier sebagai Sales yang Andal,"<div>Untuk menjadi seorang <em>sales </em>yang unggul, kamu perlu memiliki strategi menemukan prospek yang tepat. Di kelas ini Hendra Hilman akan memberimu teknik menjadi seorang sales yang berhasil memiliki prospek yang tepat. Kamu akan belajar mulai dari tipe-tipe sales, menjalin komunikasi yang tepat dengan prospek, juga mengidentifikasi kebutuhan prospek sehingga kamu dapat memberikan solusi akurat. Kamu juga akan mempelajari teknik presentasi dengan menggabungkan dua metode ampuh, yaitu AIDA dan 5W1H. Tidak hanya itu, kamu juga akan mengetahui bagaimana cara untuk membangun kepercayaan prospek, mempersiapkan diri ketika dihadapi penolakan, dan memberikan pelayanan yang baik sehingga sesuai ekspektasi prospek.&nbsp;</div>
<div><br></div>
<div>Kelas ini cocok untuk kamu yang ingin memulai karir sebagai <em>sales</em>, <em>sales junior </em>yang ingin meningkatkan kemampuannya, atau seorang <em>entrepreneur</em> yang ingin meningkatkan penjualannya.&nbsp;</div>
<div><br></div>
<div>Kamu akan dapat menerapkan teknik dan strategi penjualan yang tepat kepada prospek sehingga tujuan penjualanmu tercapai.</div>",2019-09-12T08:17:26Z,ONLINE,180000,5.0,301144,"['Kelas Pro Course Terbaik', 'Sales dan Marketing', 'Terlaris', 'Skillsale Ramadan', 'Pilihan Skill Academy']"
Personal Finance: Siapkan Dana Darurat sebelum Krisis,"<div>Mengelola keuangan membutuhkan strategi yang matang agar kita tidak mengalami kendala keuangan di hari tua nanti. Di kelas ini kamu dipandu oleh Melvin Mumpuni, seorang Certified Financial Planner, yang akan memberimu cara mengatur keuangan pada saat usia produktif dan cara mempersiapkan dana pensiun untuk usia tua nanti. Kamu juga akan memahami berbagai jenis investasi dan dapat mengetahui jenis investasi yang tepat untukmu. &nbsp;<br>
</div>
<div>Kelas ini cocok untuk milenial yang ingin mempersiapkan dana pensiun, menyiapkan investasi, dan ingin mencapai situasi <em>financial freedom </em>saat pensiun.<br>
</div>
<div>Kamu akan dapat menjelaskan strategi pengelolaan keuangan di usia tua nanti.</div>",2020-04-16T10:49:11Z,ONLINE,150000,4.9,47095,"['Finance', 'Kelas Pro Course Terbaik', 'Skillsale Ramadan', 'Pilihan Skill Academy', 'Business and Entrepreneurship']"
Sukses Bisnis Online Shop di Instagram,"<div>Instagram sekarang menjadi salah satu media sosial yang semakin populer. Pengguna Instagram di Indonesia pun menempati posisi terbesar keempat di dunia. Hal ini bisa jadi peluang emas untukmu mencoba merintis bisnis <em>online </em>di Instagram. &nbsp;Di kelas ini kamu akan belajar apapun yang kamu butuhkan untuk menyukseskan bisnis <em>online</em>-mu di Instagram. Kamu akan belajar mulai dari dasar, seperti mengasah <em>mindset </em>untuk kesuksesan bisnis, menemukan produk yang tepat untuk dijual, memahami istilah-istilah bisnis, seperti <em>dropshipper</em>, produsen, dan <em>reseller</em>, menentukan cara yang tepat untuk mempromosikan bisnismu, hingga strategi membuat berbagai macam konten menarik untuk memaksimalkan bisnismu. Kamu juga akan mendapatkan tips dan trik meningkatkan bisnis <em>online </em>kamu agar semakin berkembang dan selalu eksis.</div>
<div><br></div>
<div>Kelas ini cocok untuk kamu yang ingin membuka usaha, sedang merintis usaha, memulai bisnis dropship, atau ingin mengembangkan usaha <em>online shop </em>menggunakan Instagram.&nbsp;</div>
<div><br></div>
<div>Kamu akan dapat menerapkan cara-cara membangun <em>online shop</em>-mu sendiri di Instagram dengan efektif.&nbsp;</div>",2019-09-17T03:32:23Z,ONLINE,180000,5.0,308406,"['Kelas Pro Course Terbaik', 'Pilihan Skill Academy']"
Belajar Reksa Dana: Untung Besar dengan Modal Kecil,"<div>Pada kelas ini, kamu akan memperdalam pengetahuan kamu tentang bagaimana memilih reksa dana dan memaksimalkan keuntungan dari reksadana.&nbsp;</div>
<div><br></div>
<div>Jadi, tunggu apa lagi? Ikuti kelasnya sekarang!&nbsp;</div>",2019-09-17T04:58:33Z,ONLINE,120000,4.8,630,"['Finance', 'Kelas Pro Course Terbaik', 'Skillsale Ramadan', 'Pilihan Skill Academy', 'Business and Entrepreneurship']"
SEO 101: Tingkatkan Performa Website di Google,"<div>Search Engine Optimization (SEO) sudah tidak asing lagi untuk kamu yang akrab atau tertarik dengan bidang digital marketing. SEO menjadi bagian penting untuk perusahaan mengembangkan bisnisnya. Bahkan, pekerjaan SEO specialist sedang naik daun sekarang ini.<br>
Di kelas ini kamu akan mempelajari mulai dari bagian nonteknikal, seperti memahami konsep dasar SEO dan <em>mindset </em>seorang <em>digital marketer</em>, juga bagian teknikal, seperti <em>research</em>, <em>on-page optimization</em>, <em>off-page optimization</em>, dan <em>measurement and analysis</em>, hingga tips dan trik untuk memaksimalkan <em>website</em>-mu agar eksis di halaman depan Google.<br>
</div>
<div>Kelas ini cocok untuk digital marketer, atau siapapun yang tertarik menjadi SEO specialist.<br>
</div>
<div>Kamu akan dapat menjelaskan langkah-langkah dalam Search Engine Optimization (SEO) untuk mengoptimalkan website bisnismu.&nbsp;&nbsp;</div>",2019-09-17T03:18:06Z,ONLINE,225000,4.9,26913,"['Kelas Pro Course Terbaik', 'Sales dan Marketing', 'SEO and Copywriting Complete Guide', 'Skillsale Ramadan', 'Digital Marketing Starter Kit', 'Pilihan Skill Academy', 'Pilihan November ']"
Basic Instructional Design untuk Digitalisasi Konten Belajar,"<div>Di era digital seperti saat ini, sejumlah institusi pendidikan dan pelatihan mulai memanfaatkan teknologi multimedia dalam kegiatan pembelajaran atau pelatihan yang dijalankan. Bahkan, tidak sedikit juga yang akhirnya beralih ke <em>platform</em> digital atau <em>online </em>dan dikenal dengan istilah<em> e-learning</em>, agar bisa menjangkau lebih banyak peserta belajar.</div>
<div><br></div>
<div>Sayangnya, membuat konten belajar yang efektif di platform digital atau<em> online </em>tidak semudah yang dibayangkan. Diperlukan pemahaman terkait prinsip-prinsip <em>basic instructional design </em>untuk memastikan bahwa konten tersebut dapat mencapai tujuan pembelajaran yang diinginkan. <em>Basic instructional design </em>akan membantu para <em>trainer</em>, <em>content developer</em>, atau <em>e-learning specialist </em>dalam merancang suatu pembelajaran atau pelatihan, agar konten belajar yang dikembangkan lebih efektif dan terstruktur.</div>
<div><br></div>
<div>Kelas ini akan memfasilitasi kamu untuk menguasai dasar-dasar pembuatan konten belajar pada <em>e-learning</em>. Kamu akan mempelajari tentang prinsip dasar dari <em>e-learning</em>, dua jenis model pelatihan (ADDIE dan SAM), cara mengembangkan konten belajar untuk pelatihan, hingga cara mengevaluasi atau mengukur keberhasilannya.</div>
<div><br></div>
<div>Jadi, mari ikut kelasnya, jika kamu ingin menguasai cara membuat konten belajar di <em>platform</em> digital atau <em>online</em>!&nbsp;</div>",2019-09-17T04:47:46Z,ONLINE,200000,4.9,5976,"['Kelas Pro Course Terbaik', 'Pilihan Skill Academy']"
Rahasia Sukses Berkarier,"<div>Semua orang ingin memiliki karir yang cemerlang. Namun, untuk mewujudkannya, dibutuhkan langkah dan strategi yang tepat. Di kelas ini kamu akan belajar berbagai cara mengembangkan karir, di antaranya dengan metode SMART (Specific, Measurable, Achievable, Relevant, Time Bound), menentukan target untuk mewujudkan tujuan karirmu, kiat mengatur emosi dan tekanan untuk membuatmu tetap tenang dalam bekerja, hingga tips jitu agar kamu bisa belajar dengan cara cepat dan tepat sampai akhirnya tujuan sukses dalam berkarirmu tercapai.</div>
<div><br></div>
<div>Kelas ini cocok untuk kamu yang baru pertama kali kerja, karyawan yang ingin meningkatkan kompetensi diri, dan umum yang ingin meningkatkan jenjang karir.</div>
<div><br></div>
<div>Kamu akan dapat mengidentifikasi kunci untuk menjadi lebih kompeten dalam pekerjaan &nbsp;&nbsp;</div>",2020-04-15T10:20:55Z,ONLINE,250000,5.0,54692,"['Kelas Pro Course Terbaik', 'Pilihan Skill Academy']"
Fasih Baca Al Quran dalam Waktu Singkat,"<div>Ikuti kelas Belajar Mengaji untuk memperbagus bacaan Qur’an Anda. Kelas ini terdiri dari 23 video yang akan membahas mengenai Al-Qur’an dari sejarah Quran, hukum membaca Quran hingga cara menghapal dan memperindah bacaan Quran yang baik dan benar.&nbsp;</div>
<div>Sebelum mempelajari cara membaca Qur’an, Anda diajak mengenal sejarah Qur’an dari wahyu pertama diturunkan kepada Rasulullah Sallallahu’alaihi Wasalam hingga pemberian i’jam dan harokat yang memudahkan umat untuk membaca dan mempelajarinya.&nbsp;</div>
<div>Setelah itu Anda akan mempelajari huruf hijaiah serta cara melafalkan setiap huruf sesuai dengan makhrojnya. Selanjutnya Anda akan mempelajari hukum-hukum dasar yang diperlukan dalam membaca Al-Qur’an.</div>
<div>Setelah dapat membaca Al-Qur’an sesuai makhroj dan hukum bacaan, Anda dapat mempelajari cara memperindah bacaan Qur’an dengan baik dan benar sesuai dengan hukumnya.</div>
<div>Dalam kelas ini juga disertakan tips menghapal Al-Qur’an yang dianjurkan.&nbsp;</div>",2019-09-17T03:09:52Z,ONLINE,120000,4.8,917,"['Kelas Pro Course Terbaik', 'Pilihan Oktober', 'Skillsale Ramadan', 'Pilihan Skill Academy', 'Language Learning']"
Kiat Problem Solving ala Konsultan,"<div><em>Problem solving </em>merupakan salah satu keterampilan yang penting untuk dikuasai, baik di keseharian maupun di dunia profesional. Karena, keterampilan ini dapat membantu mengidentifikasi, menganalisis, serta menemukan solusi yang efektif untuk berbagai masalah yang dihadapi, melalui pemikiran kritis dan inovatif yang lahir dari keterampilan ini. Kemampuan <em>problem solving</em> yang baik, tidak hanya akan meningkatkan kepercayaan dan kepuasan klien maupun atasan, tetapi juga membangun citra atau reputasi di industri yang kompetitif seperti saat ini.</div>
<div><br></div>
<div>Kelas ini dapat membantu kamu menguasai teknik-teknik dasar seputar pemecahan masalah. Mulai dari cara mengidentifikasi masalah dengan berbagai metode, cara menghasilkan solusi yang berkelanjutan, hingga cara menyusun rencana kerja. Dengan menguasai keterampilan ini, harapannya, kamu jadi lebih paham cara memecahkan masalah dengan solusi yang efektif, tepat sasaran, dan dapat diaplikasikan.</div>
<div><br></div>
<div>Jadi, tunggu apalagi? Yuk, tingkatkan kemampuan <em>problem solving</em>-mu dengan mengikuti kelas ini!&nbsp;</div>",2019-09-17T04:51:59Z,ONLINE,150000,4.9,7724,"['Sukses Berkarier', 'Kelas Pro Course Terbaik', 'Pilihan Skill Academy']"
Kuasai Design Sprint untuk Product Development,"<div><em>Design sprint</em> merupakan metode yang populer digunakan saat ini dalam merancang sebuah produk. Di kelas ini kamu akan mempelajari konsep <em>design sprint</em>, mulai dari mencari tahu masalah yang ingin dipecahkan hingga membuat <em>prototype </em>dari solusi permasalahan tersebut sehingga dapat menciptakan produk yang tepat.</div>
<div><br></div>
<div>Kelas ini cocok untuk mahasiswa yang mengikuti organisasi, profesional muda dalam bidang pengembangan produk, maupun umum yang ingin menyelesaikan masalah dan langsung melakukan validasi dari masalah tersebut.</div>
<div><br></div>
<div>Kamu akan dapat menjelaskan metode <em>design sprint </em>dalam merancang produk.</div>",2019-09-17T03:34:31Z,ONLINE,120000,4.9,5265,"['Kelas Pro Course Terbaik', 'Pilihan Skill Academy']"
